Measure	E1	E2	Persons	Assessment_Items
.34	24	2	56888951d7848e000c39a122	EagertoPursue
.07	24	3	56888951d7848e000c39a122	PursuePerfection
-.53	24	4	56888951d7848e000c39a122	ComfortUnchartedT
-1.09	24	5	56888951d7848e000c39a122	ActBeforeThinkg
.10	24	6	56888951d7848e000c39a122	Adventurous
-.60	24	7	56888951d7848e000c39a122	ComfDecUncert
.55	24	8	56888951d7848e000c39a122	Pass2Inovate
-.92	24	9	56888951d7848e000c39a122	InternReas2Compl
.43	24	10	56888951d7848e000c39a122	CommunIdeas
.73	24	11	56888951d7848e000c39a122	ShapeMyPath
-1.26	24	12	56888951d7848e000c39a122	Procrastinate
1.65	24	13	56888951d7848e000c39a122	AlwaysMorLearn
-1.38	24	14	56888951d7848e000c39a122	StruggleDecs
-1.36	24	15	56888951d7848e000c39a122	KnowEnuf
-1.08	24	16	56888951d7848e000c39a122	DiscourageByFailure
-1.90	24	17	56888951d7848e000c39a122	GiveUpChallenging
1.18	24	18	56888951d7848e000c39a122	DeterminedReachGls
-.65	24	19	56888951d7848e000c39a122	SingularFocus
.48	24	20	56888951d7848e000c39a122	Listen2Others
-1.26	24	21	56888951d7848e000c39a122	AnnoyedIfNoIdea
-.54	24	22	56888951d7848e000c39a122	FollowTraditions
.48	24	23	56888951d7848e000c39a122	GoBeyondComfZone
-1.34	24	24	56888951d7848e000c39a122	ObstaclesAsBlocks
.84	24	25	56888951d7848e000c39a122	TackleChallenges
.87	24	26	56888951d7848e000c39a122	MoveForward
1.21	24	27	56888951d7848e000c39a122	AskQuestions
1.13	24	28	56888951d7848e000c39a122	Slow2Adapt
1.68	24	29	56888951d7848e000c39a122	Persistent
.32	24	30	56888951d7848e000c39a122	PivotWhenNeeded
1.58	24	31	56888951d7848e000c39a122	StandbyCommitements
1.58	24	32	56888951d7848e000c39a122	KeepPromises
.22	24	33	56888951d7848e000c39a122	HandleFrustration
.65	24	34	56888951d7848e000c39a122	ReflectOnFailure
1.03	24	35	56888951d7848e000c39a122	AcknowledgeMistakes
-1.33	24	36	56888951d7848e000c39a122	ComfortWFailure
-1.13	24	37	56888951d7848e000c39a122	GoesWrongIsMyFault
-1.56	24	38	56888951d7848e000c39a122	Resistant2ChangeAfterFail
.48	24	39	56888951d7848e000c39a122	AcceptRespons4Err
-2.04	24	40	56888951d7848e000c39a122	FailureStopTrying
-.54	24	41	56888951d7848e000c39a122	WorseFailures
-1.74	24	42	56888951d7848e000c39a122	BetterFailurs
.59	24	43	56888951d7848e000c39a122	IncorpEmrgInfo
.37	24	44	56888951d7848e000c39a122	AdaptStances
.91	24	45	56888951d7848e000c39a122	Open2Feedback
1.06	24	46	56888951d7848e000c39a122	HumbleInContributions
-.83	24	47	56888951d7848e000c39a122	Others2knowWhatIdid
.48	24	48	56888951d7848e000c39a122	FocusNeedsTeam
1.06	24	49	56888951d7848e000c39a122	Legacy2ElevateOthers
1.02	24	50	56888951d7848e000c39a122	ImAGoodListener
.22	24	51	56888951d7848e000c39a122	SpeakUp@Mtgs
.65	24	52	56888951d7848e000c39a122	ValueInputFromAll
.48	24	53	56888951d7848e000c39a122	DrivenLongTrmSucc
1.30	24	54	56888951d7848e000c39a122	WholeTeamSucc
1.48	24	55	56888951d7848e000c39a122	TrustEss4Innovation
.84	24	56	56888951d7848e000c39a122	TakeResp4Setbacks
-.03	24	57	56888951d7848e000c39a122	PersonalGainsRImportant
.37	24	58	56888951d7848e000c39a122	InnoExec
.42	24	59	56888951d7848e000c39a122	ConfidentAbility2Assemble
.46	24	60	56888951d7848e000c39a122	StrongTeamPerform
.38	24	61	56888951d7848e000c39a122	TrustIndWRespons
.61	24	62	56888951d7848e000c39a122	ProvGuidance2Teams
1.33	24	63	56888951d7848e000c39a122	CMyTeamGetRecog
-1.10	24	64	56888951d7848e000c39a122	TakeCreditofMyTeam
-1.43	24	65	56888951d7848e000c39a122	ComfortwConflict
1.30	24	66	56888951d7848e000c39a122	BelieveValRelations
1.06	24	67	56888951d7848e000c39a122	Adapt2DiffDynamics
.42	24	68	56888951d7848e000c39a122	IDindividTalent
.65	24	69	56888951d7848e000c39a122	OpenComms
-.85	24	70	56888951d7848e000c39a122	Vulnerable
.16	24	71	56888951d7848e000c39a122	TeamsDevBetSoluts
1.09	24	72	56888951d7848e000c39a122	SafeTeamEnvirons
.54	24	73	56888951d7848e000c39a122	Dependable
.54	24	74	56888951d7848e000c39a122	RiskTkgImport
.06	24	75	56888951d7848e000c39a122	ComfortWConstrctvConflict
.42	24	76	56888951d7848e000c39a122	DiffBetwnConstr&DestrtvConflct
-.20	24	77	56888951d7848e000c39a122	AddrssConflctsDirect
-1.06	24	78	56888951d7848e000c39a122	ConflctLeadsBetOutcms
.07	24	79	56888951d7848e000c39a122	WantConflictGoAway
-.35	24	80	56888951d7848e000c39a122	SeprtPersnFrmIssue
.48	24	81	56888951d7848e000c39a122	GoodEmpathizg
.37	24	82	56888951d7848e000c39a122	AdaptCommNeedsOthers
.22	24	83	56888951d7848e000c39a122	ComfortDelvrngSensFdbk
1.13	24	84	56888951d7848e000c39a122	ListenB4Spkng
.48	24	85	56888951d7848e000c39a122	RemnCompsdNavDisagr
-.23	24	86	56888951d7848e000c39a122	DiscernEmotClues
-.11	24	87	56888951d7848e000c39a122	DiscEmotTrggrsConflct
.71	24	88	56888951d7848e000c39a122	Slf-Reflct2ImprEmotAwrnss
.87	24	89	56888951d7848e000c39a122	ComfortOwnRespnsOutcms
.78	24	90	56888951d7848e000c39a122	Cmmttd2Promises
.60	24	91	56888951d7848e000c39a122	AcknowledgeRoleInSucFail
.54	24	92	56888951d7848e000c39a122	ProActCommsDlysObstcls
.59	24	93	56888951d7848e000c39a122	NoSomthngUnreal
.91	24	94	56888951d7848e000c39a122	MeetDeadlines
1.13	24	95	56888951d7848e000c39a122	LearnFrmMistakes
1.04	24	96	56888951d7848e000c39a122	ComfortRecFdbkColleag
-.11	24	97	56888951d7848e000c39a122	BelieveBestSolProb
-2.30	24	98	56888951d7848e000c39a122	ThinkWOActing
.84	24	99	56888951d7848e000c39a122	TkTime2UndstndComplxIssues
-.43	24	100	56888951d7848e000c39a122	DecsnsNtGoingExpected
.24	24	101	56888951d7848e000c39a122	Problems2Steps
.32	24	102	56888951d7848e000c39a122	RunThruScenarios
.55	24	103	56888951d7848e000c39a122	ExamMultiPerspctvs
.17	24	104	56888951d7848e000c39a122	ConsiderAssumptns
1.06	24	105	56888951d7848e000c39a122	Self-Aware
.07	24	106	56888951d7848e000c39a122	ArticulateBiases
1.06	24	107	56888951d7848e000c39a122	AskQs
-1.06	24	108	56888951d7848e000c39a122	PtMyselfUncomfrtSituations
.54	24	109	56888951d7848e000c39a122	ImCreative
.98	24	110	56888951d7848e000c39a122	PrepB4Mtg1stTime
.37	24	111	56888951d7848e000c39a122	MultiScenariosConsidProb
.42	24	112	56888951d7848e000c39a122	KnowNonneg
.55	24	113	56888951d7848e000c39a122	AdaptMsg2Audience
.37	24	114	56888951d7848e000c39a122	SeeSomeone
-.54	24	115	56888951d7848e000c39a122	WillingCompromise
.48	24	116	56888951d7848e000c39a122	ImCollaborative
.78	24	117	56888951d7848e000c39a122	ImAdaptivePerson
.78	24	118	56888951d7848e000c39a122	MntnComposureUndPressure
.87	24	119	56888951d7848e000c39a122	Open2DivPerspctvs
1.00	24	120	56888951d7848e000c39a122	ThinkB4Speak
-.54	24	121	56888951d7848e000c39a122	InfluencedByOthers
.42	24	122	56888951d7848e000c39a122	NurtureConnctns
-1.77	24	123	56888951d7848e000c39a122	UsePeopl
1.06	24	124	56888951d7848e000c39a122	Listen2Others
-1.69	24	125	56888951d7848e000c39a122	EasilyDistracted
.91	24	126	56888951d7848e000c39a122	Open2Feedback
-.06	24	127	56888951d7848e000c39a122	MovePstSmllTalk
-.37	24	128	56888951d7848e000c39a122	BuildRapportWAnyone
.37	24	129	56888951d7848e000c39a122	MaintainRelationships
-.72	24	130	56888951d7848e000c39a122	RelationshpsRTx
-1.34	24	131	56888951d7848e000c39a122	MakeDecWMissInfo
.03	24	132	56888951d7848e000c39a122	IntentnlChoices
-.11	24	133	56888951d7848e000c39a122	ObjectiveDecisions
.07	24	134	56888951d7848e000c39a122	ConsideredBiases
-.54	24	135	56888951d7848e000c39a122	Quick2Act
.59	24	136	56888951d7848e000c39a122	Resourceful
.65	24	137	56888951d7848e000c39a122	ConseqPotActions
.03	24	138	56888951d7848e000c39a122	ExistFrame4Decisions
.01	24	139	56888951d7848e000c39a122	DpAnalGuideDec
.07	24	140	56888951d7848e000c39a122	ComfortSharIdeasPersSett
1.13	24	141	56888951d7848e000c39a122	Observant
1.26	24	142	56888951d7848e000c39a122	Listener
.91	24	143	56888951d7848e000c39a122	Reflect
-.87	24	144	56888951d7848e000c39a122	SocialSitsDrainEnergy
-.31	24	145	56888951d7848e000c39a122	EnergizedMtgNewPeop
-.27	24	146	56888951d7848e000c39a122	SpeakUpPitchIdeas
-.43	24	147	56888951d7848e000c39a122	DrvnSocEng
-1.77	24	148	56888951d7848e000c39a122	Conversations
.43	24	149	56888951d7848e000c39a122	PreferActiveParticipate
.87	25	1	683f7b209639d24c64e12820	EnergizedByPotential
1.31	25	2	683f7b209639d24c64e12820	EagertoPursue
1.04	25	3	683f7b209639d24c64e12820	PursuePerfection
.44	25	4	683f7b209639d24c64e12820	ComfortUnchartedT
-.12	25	5	683f7b209639d24c64e12820	ActBeforeThinkg
1.08	25	6	683f7b209639d24c64e12820	Adventurous
.37	25	7	683f7b209639d24c64e12820	ComfDecUncert
1.52	25	8	683f7b209639d24c64e12820	Pass2Inovate
.05	25	9	683f7b209639d24c64e12820	InternReas2Compl
1.41	25	10	683f7b209639d24c64e12820	CommunIdeas
1.71	25	11	683f7b209639d24c64e12820	ShapeMyPath
-.28	25	12	683f7b209639d24c64e12820	Procrastinate
2.63	25	13	683f7b209639d24c64e12820	AlwaysMorLearn
-.40	25	14	683f7b209639d24c64e12820	StruggleDecs
-.39	25	15	683f7b209639d24c64e12820	KnowEnuf
-.11	25	16	683f7b209639d24c64e12820	DiscourageByFailure
-.93	25	17	683f7b209639d24c64e12820	GiveUpChallenging
2.15	25	18	683f7b209639d24c64e12820	DeterminedReachGls
.32	25	19	683f7b209639d24c64e12820	SingularFocus
1.45	25	20	683f7b209639d24c64e12820	Listen2Others
-.28	25	21	683f7b209639d24c64e12820	AnnoyedIfNoIdea
.43	25	22	683f7b209639d24c64e12820	FollowTraditions
1.45	25	23	683f7b209639d24c64e12820	GoBeyondComfZone
-.37	25	24	683f7b209639d24c64e12820	ObstaclesAsBlocks
1.82	25	25	683f7b209639d24c64e12820	TackleChallenges
1.85	25	26	683f7b209639d24c64e12820	MoveForward
2.19	25	27	683f7b209639d24c64e12820	AskQuestions
2.11	25	28	683f7b209639d24c64e12820	Slow2Adapt
2.66	25	29	683f7b209639d24c64e12820	Persistent
1.29	25	30	683f7b209639d24c64e12820	PivotWhenNeeded
2.55	25	31	683f7b209639d24c64e12820	StandbyCommitements
2.55	25	32	683f7b209639d24c64e12820	KeepPromises
1.20	25	33	683f7b209639d24c64e12820	HandleFrustration
1.63	25	34	683f7b209639d24c64e12820	ReflectOnFailure
2.00	25	35	683f7b209639d24c64e12820	AcknowledgeMistakes
-.36	25	36	683f7b209639d24c64e12820	ComfortWFailure
-.16	25	37	683f7b209639d24c64e12820	GoesWrongIsMyFault
-.58	25	38	683f7b209639d24c64e12820	Resistant2ChangeAfterFail
1.45	25	39	683f7b209639d24c64e12820	AcceptRespons4Err
-1.07	25	40	683f7b209639d24c64e12820	FailureStopTrying
.43	25	41	683f7b209639d24c64e12820	WorseFailures
-.76	25	42	683f7b209639d24c64e12820	BetterFailurs
1.57	25	43	683f7b209639d24c64e12820	IncorpEmrgInfo
1.35	25	44	683f7b209639d24c64e12820	AdaptStances
1.89	25	45	683f7b209639d24c64e12820	Open2Feedback
2.03	25	46	683f7b209639d24c64e12820	HumbleInContributions
.15	25	47	683f7b209639d24c64e12820	Others2knowWhatIdid
1.45	25	48	683f7b209639d24c64e12820	FocusNeedsTeam
2.03	25	49	683f7b209639d24c64e12820	Legacy2ElevateOthers
2.00	25	50	683f7b209639d24c64e12820	ImAGoodListener
1.20	25	51	683f7b209639d24c64e12820	SpeakUp@Mtgs
1.63	25	52	683f7b209639d24c64e12820	ValueInputFromAll
1.45	25	53	683f7b209639d24c64e12820	DrivenLongTrmSucc
2.27	25	54	683f7b209639d24c64e12820	WholeTeamSucc
2.45	25	55	683f7b209639d24c64e12820	TrustEss4Innovation
1.82	25	56	683f7b209639d24c64e12820	TakeResp4Setbacks
.94	25	57	683f7b209639d24c64e12820	PersonalGainsRImportant
1.35	25	58	683f7b209639d24c64e12820	InnoExec
1.40	25	59	683f7b209639d24c64e12820	ConfidentAbility2Assemble
1.43	25	60	683f7b209639d24c64e12820	StrongTeamPerform
1.36	25	61	683f7b209639d24c64e12820	TrustIndWRespons
1.59	25	62	683f7b209639d24c64e12820	ProvGuidance2Teams
2.30	25	63	683f7b209639d24c64e12820	CMyTeamGetRecog
-.13	25	64	683f7b209639d24c64e12820	TakeCreditofMyTeam
-.45	25	65	683f7b209639d24c64e12820	ComfortwConflict
2.27	25	66	683f7b209639d24c64e12820	BelieveValRelations
2.03	25	67	683f7b209639d24c64e12820	Adapt2DiffDynamics
1.40	25	68	683f7b209639d24c64e12820	IDindividTalent
1.63	25	69	683f7b209639d24c64e12820	OpenComms
.12	25	70	683f7b209639d24c64e12820	Vulnerable
1.13	25	71	683f7b209639d24c64e12820	TeamsDevBetSoluts
2.06	25	72	683f7b209639d24c64e12820	SafeTeamEnvirons
1.51	25	73	683f7b209639d24c64e12820	Dependable
1.51	25	74	683f7b209639d24c64e12820	RiskTkgImport
1.03	25	75	683f7b209639d24c64e12820	ComfortWConstrctvConflict
1.40	25	76	683f7b209639d24c64e12820	DiffBetwnConstr&DestrtvConflct
.78	25	77	683f7b209639d24c64e12820	AddrssConflctsDirect
-.09	25	78	683f7b209639d24c64e12820	ConflctLeadsBetOutcms
1.05	25	79	683f7b209639d24c64e12820	WantConflictGoAway
.62	25	80	683f7b209639d24c64e12820	SeprtPersnFrmIssue
1.45	25	81	683f7b209639d24c64e12820	GoodEmpathizg
1.35	25	82	683f7b209639d24c64e12820	AdaptCommNeedsOthers
1.19	25	83	683f7b209639d24c64e12820	ComfortDelvrngSensFdbk
2.11	25	84	683f7b209639d24c64e12820	ListenB4Spkng
1.45	25	85	683f7b209639d24c64e12820	RemnCompsdNavDisagr
.74	25	86	683f7b209639d24c64e12820	DiscernEmotClues
.87	25	87	683f7b209639d24c64e12820	DiscEmotTrggrsConflct
1.69	25	88	683f7b209639d24c64e12820	Slf-Reflct2ImprEmotAwrnss
1.85	25	89	683f7b209639d24c64e12820	ComfortOwnRespnsOutcms
1.76	25	90	683f7b209639d24c64e12820	Cmmttd2Promises
1.58	25	91	683f7b209639d24c64e12820	AcknowledgeRoleInSucFail
1.51	25	92	683f7b209639d24c64e12820	ProActCommsDlysObstcls
1.57	25	93	683f7b209639d24c64e12820	NoSomthngUnreal
1.89	25	94	683f7b209639d24c64e12820	MeetDeadlines
2.11	25	95	683f7b209639d24c64e12820	LearnFrmMistakes
2.02	25	96	683f7b209639d24c64e12820	ComfortRecFdbkColleag
.87	25	97	683f7b209639d24c64e12820	BelieveBestSolProb
-1.32	25	98	683f7b209639d24c64e12820	ThinkWOActing
1.82	25	99	683f7b209639d24c64e12820	TkTime2UndstndComplxIssues
.55	25	100	683f7b209639d24c64e12820	DecsnsNtGoingExpected
1.22	25	101	683f7b209639d24c64e12820	Problems2Steps
1.29	25	102	683f7b209639d24c64e12820	RunThruScenarios
1.53	25	103	683f7b209639d24c64e12820	ExamMultiPerspctvs
1.15	25	104	683f7b209639d24c64e12820	ConsiderAssumptns
2.03	25	105	683f7b209639d24c64e12820	Self-Aware
1.05	25	106	683f7b209639d24c64e12820	ArticulateBiases
2.03	25	107	683f7b209639d24c64e12820	AskQs
-.09	25	108	683f7b209639d24c64e12820	PtMyselfUncomfrtSituations
1.51	25	109	683f7b209639d24c64e12820	ImCreative
1.96	25	110	683f7b209639d24c64e12820	PrepB4Mtg1stTime
1.35	25	111	683f7b209639d24c64e12820	MultiScenariosConsidProb
1.40	25	112	683f7b209639d24c64e12820	KnowNonneg
1.53	25	113	683f7b209639d24c64e12820	AdaptMsg2Audience
1.35	25	114	683f7b209639d24c64e12820	SeeSomeone
.43	25	115	683f7b209639d24c64e12820	WillingCompromise
1.45	25	116	683f7b209639d24c64e12820	ImCollaborative
1.75	25	117	683f7b209639d24c64e12820	ImAdaptivePerson
1.75	25	118	683f7b209639d24c64e12820	MntnComposureUndPressure
1.85	25	119	683f7b209639d24c64e12820	Open2DivPerspctvs
1.97	25	120	683f7b209639d24c64e12820	ThinkB4Speak
.43	25	121	683f7b209639d24c64e12820	InfluencedByOthers
1.40	25	122	683f7b209639d24c64e12820	NurtureConnctns
-.80	25	123	683f7b209639d24c64e12820	UsePeopl
2.03	25	124	683f7b209639d24c64e12820	Listen2Others
-.72	25	125	683f7b209639d24c64e12820	EasilyDistracted
1.89	25	126	683f7b209639d24c64e12820	Open2Feedback
.91	25	127	683f7b209639d24c64e12820	MovePstSmllTalk
.61	25	128	683f7b209639d24c64e12820	BuildRapportWAnyone
1.35	25	129	683f7b209639d24c64e12820	MaintainRelationships
.25	25	130	683f7b209639d24c64e12820	RelationshpsRTx
1.00	25	132	683f7b209639d24c64e12820	IntentnlChoices
.87	25	133	683f7b209639d24c64e12820	ObjectiveDecisions
1.05	25	134	683f7b209639d24c64e12820	ConsideredBiases
.43	25	135	683f7b209639d24c64e12820	Quick2Act
1.57	25	136	683f7b209639d24c64e12820	Resourceful
1.63	25	137	683f7b209639d24c64e12820	ConseqPotActions
1.00	25	138	683f7b209639d24c64e12820	ExistFrame4Decisions
.98	25	139	683f7b209639d24c64e12820	DpAnalGuideDec
1.05	25	140	683f7b209639d24c64e12820	ComfortSharIdeasPersSett
2.11	25	141	683f7b209639d24c64e12820	Observant
2.23	25	142	683f7b209639d24c64e12820	Listener
1.89	25	143	683f7b209639d24c64e12820	Reflect
.10	25	144	683f7b209639d24c64e12820	SocialSitsDrainEnergy
.66	25	145	683f7b209639d24c64e12820	EnergizedMtgNewPeop
.70	25	146	683f7b209639d24c64e12820	SpeakUpPitchIdeas
.55	25	147	683f7b209639d24c64e12820	DrvnSocEng
-.80	25	148	683f7b209639d24c64e12820	Conversations
1.41	25	149	683f7b209639d24c64e12820	PreferActiveParticipate
.60	26	1	682cd7cfbc747fffc1fc65a1	EnergizedByPotential
1.04	26	2	682cd7cfbc747fffc1fc65a1	EagertoPursue
.77	26	3	682cd7cfbc747fffc1fc65a1	PursuePerfection
.17	26	4	682cd7cfbc747fffc1fc65a1	ComfortUnchartedT
-.39	26	5	682cd7cfbc747fffc1fc65a1	ActBeforeThinkg
.81	26	6	682cd7cfbc747fffc1fc65a1	Adventurous
.10	26	7	682cd7cfbc747fffc1fc65a1	ComfDecUncert
1.25	26	8	682cd7cfbc747fffc1fc65a1	Pass2Inovate
-.22	26	9	682cd7cfbc747fffc1fc65a1	InternReas2Compl
1.14	26	10	682cd7cfbc747fffc1fc65a1	CommunIdeas
1.44	26	11	682cd7cfbc747fffc1fc65a1	ShapeMyPath
-.55	26	12	682cd7cfbc747fffc1fc65a1	Procrastinate
2.36	26	13	682cd7cfbc747fffc1fc65a1	AlwaysMorLearn
-.67	26	14	682cd7cfbc747fffc1fc65a1	StruggleDecs
-.66	26	15	682cd7cfbc747fffc1fc65a1	KnowEnuf
-.38	26	16	682cd7cfbc747fffc1fc65a1	DiscourageByFailure
-1.20	26	17	682cd7cfbc747fffc1fc65a1	GiveUpChallenging
1.88	26	18	682cd7cfbc747fffc1fc65a1	DeterminedReachGls
.05	26	19	682cd7cfbc747fffc1fc65a1	SingularFocus
1.18	26	20	682cd7cfbc747fffc1fc65a1	Listen2Others
-.55	26	21	682cd7cfbc747fffc1fc65a1	AnnoyedIfNoIdea
.16	26	22	682cd7cfbc747fffc1fc65a1	FollowTraditions
1.18	26	23	682cd7cfbc747fffc1fc65a1	GoBeyondComfZone
-.64	26	24	682cd7cfbc747fffc1fc65a1	ObstaclesAsBlocks
1.55	26	25	682cd7cfbc747fffc1fc65a1	TackleChallenges
1.58	26	26	682cd7cfbc747fffc1fc65a1	MoveForward
1.92	26	27	682cd7cfbc747fffc1fc65a1	AskQuestions
1.84	26	28	682cd7cfbc747fffc1fc65a1	Slow2Adapt
2.39	26	29	682cd7cfbc747fffc1fc65a1	Persistent
1.02	26	30	682cd7cfbc747fffc1fc65a1	PivotWhenNeeded
2.28	26	31	682cd7cfbc747fffc1fc65a1	StandbyCommitements
2.28	26	32	682cd7cfbc747fffc1fc65a1	KeepPromises
.93	26	33	682cd7cfbc747fffc1fc65a1	HandleFrustration
1.36	26	34	682cd7cfbc747fffc1fc65a1	ReflectOnFailure
1.73	26	35	682cd7cfbc747fffc1fc65a1	AcknowledgeMistakes
-.63	26	36	682cd7cfbc747fffc1fc65a1	ComfortWFailure
-.43	26	37	682cd7cfbc747fffc1fc65a1	GoesWrongIsMyFault
-.85	26	38	682cd7cfbc747fffc1fc65a1	Resistant2ChangeAfterFail
1.18	26	39	682cd7cfbc747fffc1fc65a1	AcceptRespons4Err
-1.34	26	40	682cd7cfbc747fffc1fc65a1	FailureStopTrying
.16	26	41	682cd7cfbc747fffc1fc65a1	WorseFailures
-1.03	26	42	682cd7cfbc747fffc1fc65a1	BetterFailurs
1.30	26	43	682cd7cfbc747fffc1fc65a1	IncorpEmrgInfo
1.07	26	44	682cd7cfbc747fffc1fc65a1	AdaptStances
1.62	26	45	682cd7cfbc747fffc1fc65a1	Open2Feedback
1.76	26	46	682cd7cfbc747fffc1fc65a1	HumbleInContributions
-.12	26	47	682cd7cfbc747fffc1fc65a1	Others2knowWhatIdid
1.18	26	48	682cd7cfbc747fffc1fc65a1	FocusNeedsTeam
1.76	26	49	682cd7cfbc747fffc1fc65a1	Legacy2ElevateOthers
1.72	26	50	682cd7cfbc747fffc1fc65a1	ImAGoodListener
.93	26	51	682cd7cfbc747fffc1fc65a1	SpeakUp@Mtgs
1.36	26	52	682cd7cfbc747fffc1fc65a1	ValueInputFromAll
1.18	26	53	682cd7cfbc747fffc1fc65a1	DrivenLongTrmSucc
2.00	26	54	682cd7cfbc747fffc1fc65a1	WholeTeamSucc
2.18	26	55	682cd7cfbc747fffc1fc65a1	TrustEss4Innovation
1.55	26	56	682cd7cfbc747fffc1fc65a1	TakeResp4Setbacks
.67	26	57	682cd7cfbc747fffc1fc65a1	PersonalGainsRImportant
1.07	26	58	682cd7cfbc747fffc1fc65a1	InnoExec
1.13	26	59	682cd7cfbc747fffc1fc65a1	ConfidentAbility2Assemble
1.16	26	60	682cd7cfbc747fffc1fc65a1	StrongTeamPerform
1.09	26	61	682cd7cfbc747fffc1fc65a1	TrustIndWRespons
1.32	26	62	682cd7cfbc747fffc1fc65a1	ProvGuidance2Teams
2.03	26	63	682cd7cfbc747fffc1fc65a1	CMyTeamGetRecog
-.40	26	64	682cd7cfbc747fffc1fc65a1	TakeCreditofMyTeam
-.72	26	65	682cd7cfbc747fffc1fc65a1	ComfortwConflict
2.00	26	66	682cd7cfbc747fffc1fc65a1	BelieveValRelations
1.76	26	67	682cd7cfbc747fffc1fc65a1	Adapt2DiffDynamics
1.13	26	68	682cd7cfbc747fffc1fc65a1	IDindividTalent
1.36	26	69	682cd7cfbc747fffc1fc65a1	OpenComms
-.15	26	70	682cd7cfbc747fffc1fc65a1	Vulnerable
.86	26	71	682cd7cfbc747fffc1fc65a1	TeamsDevBetSoluts
1.79	26	72	682cd7cfbc747fffc1fc65a1	SafeTeamEnvirons
1.24	26	73	682cd7cfbc747fffc1fc65a1	Dependable
1.24	26	74	682cd7cfbc747fffc1fc65a1	RiskTkgImport
.76	26	75	682cd7cfbc747fffc1fc65a1	ComfortWConstrctvConflict
1.13	26	76	682cd7cfbc747fffc1fc65a1	DiffBetwnConstr&DestrtvConflct
.51	26	77	682cd7cfbc747fffc1fc65a1	AddrssConflctsDirect
-.36	26	78	682cd7cfbc747fffc1fc65a1	ConflctLeadsBetOutcms
.78	26	79	682cd7cfbc747fffc1fc65a1	WantConflictGoAway
.35	26	80	682cd7cfbc747fffc1fc65a1	SeprtPersnFrmIssue
1.18	26	81	682cd7cfbc747fffc1fc65a1	GoodEmpathizg
1.07	26	82	682cd7cfbc747fffc1fc65a1	AdaptCommNeedsOthers
.92	26	83	682cd7cfbc747fffc1fc65a1	ComfortDelvrngSensFdbk
1.84	26	84	682cd7cfbc747fffc1fc65a1	ListenB4Spkng
1.18	26	85	682cd7cfbc747fffc1fc65a1	RemnCompsdNavDisagr
.47	26	86	682cd7cfbc747fffc1fc65a1	DiscernEmotClues
.60	26	87	682cd7cfbc747fffc1fc65a1	DiscEmotTrggrsConflct
1.42	26	88	682cd7cfbc747fffc1fc65a1	Slf-Reflct2ImprEmotAwrnss
1.58	26	89	682cd7cfbc747fffc1fc65a1	ComfortOwnRespnsOutcms
1.49	26	90	682cd7cfbc747fffc1fc65a1	Cmmttd2Promises
1.31	26	91	682cd7cfbc747fffc1fc65a1	AcknowledgeRoleInSucFail
1.24	26	92	682cd7cfbc747fffc1fc65a1	ProActCommsDlysObstcls
1.30	26	93	682cd7cfbc747fffc1fc65a1	NoSomthngUnreal
1.62	26	94	682cd7cfbc747fffc1fc65a1	MeetDeadlines
1.84	26	95	682cd7cfbc747fffc1fc65a1	LearnFrmMistakes
1.75	26	96	682cd7cfbc747fffc1fc65a1	ComfortRecFdbkColleag
.60	26	97	682cd7cfbc747fffc1fc65a1	BelieveBestSolProb
-1.59	26	98	682cd7cfbc747fffc1fc65a1	ThinkWOActing
1.55	26	99	682cd7cfbc747fffc1fc65a1	TkTime2UndstndComplxIssues
.27	26	100	682cd7cfbc747fffc1fc65a1	DecsnsNtGoingExpected
.95	26	101	682cd7cfbc747fffc1fc65a1	Problems2Steps
1.02	26	102	682cd7cfbc747fffc1fc65a1	RunThruScenarios
1.26	26	103	682cd7cfbc747fffc1fc65a1	ExamMultiPerspctvs
.88	26	104	682cd7cfbc747fffc1fc65a1	ConsiderAssumptns
1.76	26	105	682cd7cfbc747fffc1fc65a1	Self-Aware
.78	26	106	682cd7cfbc747fffc1fc65a1	ArticulateBiases
1.76	26	107	682cd7cfbc747fffc1fc65a1	AskQs
-.36	26	108	682cd7cfbc747fffc1fc65a1	PtMyselfUncomfrtSituations
1.24	26	109	682cd7cfbc747fffc1fc65a1	ImCreative
1.69	26	110	682cd7cfbc747fffc1fc65a1	PrepB4Mtg1stTime
1.07	26	111	682cd7cfbc747fffc1fc65a1	MultiScenariosConsidProb
1.13	26	112	682cd7cfbc747fffc1fc65a1	KnowNonneg
1.26	26	113	682cd7cfbc747fffc1fc65a1	AdaptMsg2Audience
1.07	26	114	682cd7cfbc747fffc1fc65a1	SeeSomeone
.16	26	115	682cd7cfbc747fffc1fc65a1	WillingCompromise
1.18	26	116	682cd7cfbc747fffc1fc65a1	ImCollaborative
1.48	26	117	682cd7cfbc747fffc1fc65a1	ImAdaptivePerson
1.48	26	118	682cd7cfbc747fffc1fc65a1	MntnComposureUndPressure
1.58	26	119	682cd7cfbc747fffc1fc65a1	Open2DivPerspctvs
1.70	26	120	682cd7cfbc747fffc1fc65a1	ThinkB4Speak
.16	26	121	682cd7cfbc747fffc1fc65a1	InfluencedByOthers
1.13	26	122	682cd7cfbc747fffc1fc65a1	NurtureConnctns
-1.07	26	123	682cd7cfbc747fffc1fc65a1	UsePeopl
1.76	26	124	682cd7cfbc747fffc1fc65a1	Listen2Others
